Key,ParentId,Name,Channel,Channel Parent,Customer Since,Industry,Location,Sales Manager,Salesperson
C018830,C4000,Noble Consulting Solutions,Distributor,Total Channel,5/15/2014,Agriculture,SE,Saul Goodman,Shad Jensen
C018831,C4000,Advanced Fusion Partners,Wholesale,Total Channel,9/18/2015,Agriculture,FR,Saul Goodman,Carrie Conrad
C018832,C4000,Profound Networks Corporation,Retail,Total Channel,3/23/2013,Technology,SA,Don Draper,Jacqueline Lo
C018833,C4000,Elevated Resources Consulting,Distributor,Total Channel,5/29/2021,Retail,CA-BC,Saul Goodman,Mavis Carrillo
C018834,C4000,Advanced Research Frameworks,Retail,Total Channel,10/14/2015,Technology,CA-BC,Don Draper,Lane Mccan
C018835,C4000,Intelligent Solutions Solutions,Retail,Total Channel,6/18/2012,Construction,SA,Saul Goodman,Mollie Ahmed
C018836,C4000,Vast Enterprises Holdings,Distributor,Total Channel,11/26/2018,Technology,ZA,Jim Halpert,Jonathan Wong
C018837,C4000,Superior Agencies Consultants,Private Label,Total Channel,5/17/2022,Retail,FI,Don Draper,Lane Mccan
C018838,C4000,Precise Operations Global,Private Label,Total Channel,11/12/2018,Manufacturing,FR,Saul Goodman,Clarita Kiefer
C018839,C4000,Elite Innovations International,Private Label,Total Channel,6/10/2012,Finance,CA-BC,Saul Goodman,Eloise Villaneuva
C018840,C4000,Visionary Matrix Partners,Retail,Total Channel,10/12/2017,Finance,SE,Jim Halpert,Jackie Chow
C018841,C4000,Innovative Analytics Ltd.,Wholesale,Total Channel,7/18/2020,Manufacturing,IN,Ricky Roma,Deandre Rushubak
C018842,C4000,Collaborative Mechanisms Resources,Wholesale,Total Channel,4/9/2009,Technology,BR,Jim Halpert,Mikel Perez
C018843,C4000,Brilliant Innovations Network,Wholesale,Total Channel,2/15/2008,Retail,US-IL,Ricky Roma,Mikel Perez
C018844,C4000,Stellar Matrix Holdings,Retail,Total Channel,10/5/2021,Retail,ZA,Jim Halpert,Deandre Rushubak
C018845,C4000,High-Tech Strategies Network,Distributor,Total Channel,10/21/2010,Construction,US-CA,Don Draper,Matt Lew
C018846,C4000,Energetic Solutions Solutions,Retail,Total Channel,9/18/2014,Manufacturing,US-IL,Jim Halpert,Inez Santos
C018847,C4000,Agile Analytics Solutions,Private Label,Total Channel,9/22/2014,Manufacturing,AR,Don Draper,Inez Santos
C018848,C4000,Virtual Focus Group,Private Label,Total Channel,6/13/2023,Retail,CA-ON,Jim Halpert,Jacqueline Lo
C018849,C4000,Hyper Ventures Holdings,Distributor,Total Channel,4/30/2009,Technology,SE,Saul Goodman,Jean Saheed
C018850,C4000,Optimized Focus Holdings,Private Label,Total Channel,2/7/2021,Retail,ZA,Jim Halpert,Carrie Conrad
C018851,C4000,Bold Consulting Partners,Private Label,Total Channel,4/6/2012,Technology,ZA,Ricky Roma,Carrie Conrad
C018852,C4000,Elevated Insights Resources,Distributor,Total Channel,11/2/2020,Technology,CA-BC,Jim Halpert,Jackie Chow
C018853,C4000,Infinite Tech Holdings,Private Label,Total Channel,9/2/2021,Technology,US-AZ,Don Draper,Mavis Carrillo
C018854,C4000,Elevated Operations Ventures,Wholesale,Total Channel,8/14/2022,Finance,SE,Saul Goodman,Kristy Mejia
C018855,C4000,Modern Industries Enterprises,Private Label,Total Channel,3/15/2011,Finance,US-CA,Saul Goodman,Clarita Kiefer
C018856,C4000,Digital Projects Ventures,Distributor,Total Channel,9/9/2010,Technology,DE,Saul Goodman,Christa Peters
C018857,C4000,Elevated Initiatives Network,Private Label,Total Channel,12/24/2011,Construction,US-TX,Jim Halpert,Jacqueline Lo
C018858,C4000,Reliable Matrix Consortium,Private Label,Total Channel,6/20/2015,Manufacturing,CA-ON,Don Draper,Jean Saheed
C018859,C4000,Strategic Concepts Global,Wholesale,Total Channel,11/14/2017,Manufacturing,CA-AB,Saul Goodman,Lane Mccan
C018860,C4000,Elevated Development Partners,Distributor,Total Channel,4/11/2017,Retail,AU,Jim Halpert,Lane Mccan
C018861,C4000,Hyper Concepts Synergies,Retail,Total Channel,9/13/2023,Retail,US-NY,Jim Halpert,Celina Kaiser
C018862,C4000,Vibrant Research Development,Private Label,Total Channel,8/7/2015,Construction,IN,Saul Goodman,Kristy Mejia
C018863,C4000,Stellar Ventures Solutions,Distributor,Total Channel,12/27/2022,Agriculture,FI,Jim Halpert,Jackie Chow
C018864,C4000,Innovative Mechanisms Solutions,Distributor,Total Channel,10/7/2022,Manufacturing,FR,Jim Halpert,Kristy Mejia
C018865,C4000,Synergistic Agencies Ventures,Distributor,Total Channel,12/24/2017,Manufacturing,US-CA,Jim Halpert,Kristy Mejia
C018866,C4000,Brilliant Solutions Group,Retail,Total Channel,2/10/2021,Technology,FR,Jim Halpert,Lane Mccan
C018867,C4000,Optimized Analytics Solutions,Retail,Total Channel,11/14/2019,Construction,US-IL,Jim Halpert,Carrie Conrad
C018868,C4000,Digital Connections Ventures,Distributor,Total Channel,11/26/2018,Retail,FI,Saul Goodman,Lane Mccan
C018869,C4000,Premier Structures Ventures,Distributor,Total Channel,2/1/2011,Finance,SE,Jim Halpert,Christa Peters
C018870,C4000,Cutting-Edge Connections Ventures,Distributor,Total Channel,7/28/2018,Technology,AR,Saul Goodman,Kirby Booth
C018871,C4000,Pioneering Protocols Ventures,Private Label,Total Channel,8/1/2020,Technology,IN,Jim Halpert,Mikel Perez
C018872,C4000,Agile Logistics Network,Private Label,Total Channel,7/23/2014,Finance,CA-ON,Don Draper,Matt Lew
C018873,C4000,Expansive Concepts Consortium,Private Label,Total Channel,9/11/2012,Finance,AR,Don Draper,Clarita Kiefer
C018874,C4000,Infinite Agencies Ventures,Distributor,Total Channel,5/6/2018,Manufacturing,US-NY,Saul Goodman,Shad Jensen
C018875,C4000,Elite Dynamics Dynamics,Private Label,Total Channel,6/19/2011,Retail,FR,Saul Goodman,Kirby Booth
C018876,C4000,Optimized Projects Synergies,Private Label,Total Channel,3/12/2015,Manufacturing,US-FL,Saul Goodman,Deandre Rushubak
C018877,C4000,Brilliant Management Works,Private Label,Total Channel,10/21/2017,Technology,BR,Ricky Roma,Jacqueline Lo
C018878,C4000,Comprehensive Operations Network,Distributor,Total Channel,4/28/2015,Agriculture,US-FL,Jim Halpert,Christa Peters
C018879,C4000,Elevated Solutions Solutions,Wholesale,Total Channel,11/4/2018,Technology,IN,Jim Halpert,Christa Peters
C018880,C4000,Innovative Productions Group,Retail,Total Channel,8/8/2013,Construction,CA-AB,Ricky Roma,Eloise Villaneuva
C018881,C4000,Groundbreaking Consulting Ventures,Private Label,Total Channel,5/11/2013,Retail,US-CA,Jim Halpert,Eloise Villaneuva
C018882,C4000,Reliable Fusion Ventures,Distributor,Total Channel,1/3/2017,Technology,AR,Don Draper,Jackie Chow
C018883,C4000,Superior Agencies Industries,Wholesale,Total Channel,8/26/2010,Technology,DE,Saul Goodman,Inez Santos
C018884,C4000,Strategic Strategies Enterprises,Retail,Total Channel,5/23/2012,Retail,CA-ON,Don Draper,Inez Santos
C018885,C4000,Evolving Systems Consultants,Private Label,Total Channel,9/19/2013,Finance,BR,Ricky Roma,Lakeisha Grimes
C018886,C4000,Agile Projects Ltd.,Distributor,Total Channel,12/6/2008,Manufacturing,AR,Jim Halpert,Deandre Rushubak
C018887,C4000,Turbo Labs Works,Wholesale,Total Channel,1/4/2019,Manufacturing,SE,Saul Goodman,Jacqueline Lo
C018888,C4000,Global Fabrication Holdings,Retail,Total Channel,4/16/2017,Construction,FR,Saul Goodman,Kirby Booth
C018889,C4000,Hyper Resources Frameworks,Distributor,Total Channel,9/16/2010,Finance,IN,Saul Goodman,Clarita Kiefer
C018890,C4000,Precise Planning Works,Distributor,Total Channel,5/21/2022,Finance,AR,Don Draper,Jean Saheed
C018891,C4000,Driven Matrix Group,Private Label,Total Channel,10/8/2021,Manufacturing,GB,Don Draper,Mollie Ahmed
C018892,C4000,High-Tech Solutions Ventures,Wholesale,Total Channel,6/19/2016,Construction,US-IL,Don Draper,Lane Mccan
C018893,C4000,Expansive Productions Ltd.,Retail,Total Channel,5/17/2020,Finance,ZA,Saul Goodman,Shad Jensen
C018894,C4000,Global Networks Enterprises,Private Label,Total Channel,8/27/2015,Construction,US-TX,Ricky Roma,Inez Santos
C018895,C4000,Quantum Connections Solutions,Private Label,Total Channel,1/17/2009,Retail,ZA,Ricky Roma,Mikel Perez
C018896,C4000,Superior Ventures Corporation,Retail,Total Channel,1/9/2022,Construction,GB,Saul Goodman,Jean Saheed
C018897,C4000,Infinite Focus Corporation,Wholesale,Total Channel,9/11/2017,Agriculture,US-IL,Ricky Roma,Jackie Chow
C018898,C4000,Precise Labs Dynamics,Private Label,Total Channel,5/10/2017,Finance,AU,Saul Goodman,Celina Kaiser
C018899,C4000,Elevated Management Analytics,Distributor,Total Channel,11/13/2021,Finance,US-TX,Don Draper,Mikel Perez
C018900,C4000,Profound Analytics Solutions,Retail,Total Channel,5/26/2009,Agriculture,GB,Jim Halpert,Jackie Chow
C018901,C4000,NextGen Ventures LLC,Private Label,Total Channel,9/17/2011,Agriculture,ZA,Don Draper,Jacqueline Lo
C018902,C4000,Superior Dynamics Global,Retail,Total Channel,7/4/2008,Technology,ZA,Jim Halpert,Matt Lew
C018903,C4000,Innovative Agencies Resources,Distributor,Total Channel,4/11/2022,Finance,CA-AB,Ricky Roma,Celina Kaiser
C018904,C4000,Adaptive Networks Co.,Private Label,Total Channel,10/26/2011,Retail,IN,Don Draper,Inez Santos
C018905,C4000,Vibrant Labs Group,Private Label,Total Channel,3/7/2016,Technology,CA-BC,Don Draper,Jacqueline Lo
C018906,C4000,Visionary Solutions Innovations,Distributor,Total Channel,8/27/2012,Manufacturing,IN,Saul Goodman,Jean Saheed
C018907,C4000,Agile Initiatives Industries,Distributor,Total Channel,2/7/2008,Construction,US-IL,Jim Halpert,Carrie Conrad
C018908,C4000,Cutting-Edge Planning LLC,Wholesale,Total Channel,2/16/2021,Technology,CA-BC,Don Draper,Clarita Kiefer
C018909,C4000,Stellar Architecture Ltd.,Private Label,Total Channel,3/9/2022,Retail,US-TX,Saul Goodman,Mollie Ahmed
C018910,C4000,Empowered Connections Network,Wholesale,Total Channel,3/23/2011,Technology,CA-BC,Don Draper,Shad Jensen
C018911,C4000,Intelligent Solutions Ltd.,Retail,Total Channel,5/25/2023,Technology,ZA,Saul Goodman,Carrie Conrad
C018912,C4000,Cutting-Edge Fabrication Solutions,Private Label,Total Channel,10/19/2015,Construction,SE,Ricky Roma,Celina Kaiser
C018913,C4000,High-Tech Planning Partners,Private Label,Total Channel,12/7/2013,Agriculture,FI,Jim Halpert,Eloise Villaneuva
C018914,C4000,Innovative Designs Global,Private Label,Total Channel,1/26/2015,Technology,IN,Jim Halpert,Jackie Chow
C018915,C4000,Advanced Concepts International,Distributor,Total Channel,12/6/2009,Finance,FI,Don Draper,Deandre Rushubak
C018916,C4000,Advanced Initiatives Dynamics,Retail,Total Channel,2/11/2020,Retail,US-NY,Ricky Roma,Carrie Conrad
C018917,C4000,Optimized Ventures Technologies,Wholesale,Total Channel,12/2/2011,Technology,FI,Don Draper,Shad Jensen
C018918,C4000,Infinite Holdings Enterprises,Retail,Total Channel,5/17/2008,Construction,AR,Jim Halpert,Jean Saheed
C018919,C4000,Progressive Operations Partners,Retail,Total Channel,6/21/2022,Agriculture,BR,Ricky Roma,Clarita Kiefer
C018920,C4000,Advanced Technologies Enterprises,Wholesale,Total Channel,8/28/2017,Finance,GB,Don Draper,Mikel Perez
C018921,C4000,Profound Focus Consulting,Retail,Total Channel,6/10/2023,Agriculture,AR,Don Draper,Kirby Booth
C018922,C4000,Modern Designs Technologies,Distributor,Total Channel,4/8/2020,Technology,US-AZ,Saul Goodman,Mollie Ahmed
C018923,C4000,Advanced Projects Ventures,Wholesale,Total Channel,11/21/2010,Finance,US-NY,Ricky Roma,Lane Mccan
C018924,C4000,Premier Systems Industries,Distributor,Total Channel,5/24/2013,Retail,SE,Jim Halpert,Eloise Villaneuva
C018925,C4000,Evolving Fusion Works,Wholesale,Total Channel,7/4/2015,Construction,DE,Don Draper,Celina Kaiser
C018926,C4000,Turbo Solutions Consortium,Wholesale,Total Channel,3/1/2012,Technology,IN,Saul Goodman,Kirby Booth
C018927,C4000,Groundbreaking Operations Partners,Distributor,Total Channel,2/17/2018,Retail,US-FL,Ricky Roma,Christa Peters
C018928,C4000,Future Connections Solutions,Wholesale,Total Channel,5/5/2009,Manufacturing,AR,Ricky Roma,Deandre Rushubak
C018929,C4000,Elevated Designs Dynamics,Retail,Total Channel,1/19/2018,Construction,FI,Saul Goodman,Mavis Carrillo
C018930,C4000,Advanced Strategies Dynamics,Retail,Total Channel,11/1/2020,Finance,US-AZ,Ricky Roma,Matt Lew
C018931,C4000,Driven Consulting Inc.,Private Label,Total Channel,6/12/2023,Construction,US-NY,Jim Halpert,Mollie Ahmed
C018932,C4000,Brilliant Development Solutions,Private Label,Total Channel,8/3/2015,Technology,US-FL,Jim Halpert,Kirby Booth
C018933,C4000,Driven Horizons Holdings,Retail,Total Channel,7/3/2012,Technology,AU,Jim Halpert,Inez Santos
C018934,C4000,Vast Development International,Private Label,Total Channel,1/30/2019,Retail,FR,Jim Halpert,Celina Kaiser
C018935,C4000,Streamlined Protocols Analytics,Private Label,Total Channel,6/20/2020,Construction,FR,Jim Halpert,Clarita Kiefer
C018936,C4000,Quantum Architecture Frameworks,Distributor,Total Channel,7/16/2021,Manufacturing,US-CA,Ricky Roma,Jackie Chow
C018937,C4000,Elevated Initiatives Corporation,Private Label,Total Channel,3/19/2022,Retail,US-IL,Saul Goodman,Jonathan Wong
C018938,C4000,Advanced Designs Holdings,Private Label,Total Channel,11/26/2015,Agriculture,CA-BC,Ricky Roma,Jonathan Wong
C018939,C4000,Quantum Ventures Ventures,Retail,Total Channel,9/14/2016,Technology,BR,Saul Goodman,Mavis Carrillo
C018940,C4000,Unified Global LLC,Distributor,Total Channel,8/15/2014,Technology,CA-AB,Ricky Roma,Shad Jensen
C018941,C4000,Optimized Industries Works,Wholesale,Total Channel,7/6/2012,Finance,US-FL,Don Draper,Eloise Villaneuva
C018942,C4000,Vast Focus Partners,Distributor,Total Channel,1/15/2010,Construction,DE,Saul Goodman,Clarita Kiefer
C018943,C4000,Profound Global Technologies,Distributor,Total Channel,5/9/2022,Technology,CA-BC,Saul Goodman,Mavis Carrillo
C018944,C4000,Groundbreaking Dynamics Corporation,Wholesale,Total Channel,2/3/2023,Retail,FR,Ricky Roma,Matt Lew
C018945,C4000,Pioneering Global Technologies,Retail,Total Channel,11/2/2020,Retail,SE,Saul Goodman,Deandre Rushubak
C018946,C4000,Revolutionary Structures Group,Private Label,Total Channel,7/12/2013,Technology,US-AZ,Jim Halpert,Christa Peters
C018947,C4000,Modern Resources Group,Wholesale,Total Channel,9/21/2010,Construction,BR,Don Draper,Jonathan Wong
C018948,C4000,Superior Analytics Technologies,Retail,Total Channel,4/10/2016,Construction,US-AZ,Jim Halpert,Kirby Booth
C018949,C4000,Optimized Research Technologies,Wholesale,Total Channel,5/3/2022,Retail,AU,Jim Halpert,Inez Santos
C018950,C4000,Driven Fusion Corporation,Retail,Total Channel,5/27/2022,Agriculture,AR,Don Draper,Celina Kaiser
C018951,C4000,Superior Industries Inc.,Wholesale,Total Channel,8/3/2009,Retail,ZA,Don Draper,Mikel Perez
C018952,C4000,Premier Tech Consortium,Private Label,Total Channel,7/20/2016,Construction,US-CA,Don Draper,Jonathan Wong
C018953,C4000,Elevated Systems Group,Retail,Total Channel,7/3/2009,Construction,US-TX,Don Draper,Kristy Mejia
C018954,C4000,Elevated Connections Frameworks,Distributor,Total Channel,1/19/2011,Construction,BR,Ricky Roma,Mavis Carrillo
C018955,C4000,Quantum Horizons Enterprises,Distributor,Total Channel,2/21/2008,Agriculture,CA-BC,Don Draper,Mavis Carrillo
C018956,C4000,Optimized Insights Solutions,Distributor,Total Channel,6/6/2020,Manufacturing,FR,Ricky Roma,Eloise Villaneuva
C018957,C4000,Unified Mechanisms Solutions,Wholesale,Total Channel,7/18/2008,Agriculture,ZA,Ricky Roma,Celina Kaiser
C018958,C4000,Stellar Ventures Group,Wholesale,Total Channel,2/14/2010,Retail,US-AZ,Jim Halpert,Clarita Kiefer
C018959,C4000,Hyper Focus Technologies,Wholesale,Total Channel,12/17/2014,Agriculture,FI,Jim Halpert,Inez Santos
C018960,C4000,Revolutionary Enterprises Partners,Wholesale,Total Channel,7/20/2014,Finance,US-IL,Ricky Roma,Matt Lew
C018961,C4000,High-Tech Frameworks Ventures,Private Label,Total Channel,1/7/2020,Construction,US-CA,Saul Goodman,Jacqueline Lo
C018962,C4000,Elite Consulting Holdings,Distributor,Total Channel,3/24/2017,Finance,FI,Saul Goodman,Eloise Villaneuva
C018963,C4000,Global Projects Consulting,Private Label,Total Channel,2/5/2008,Finance,FI,Jim Halpert,Jacqueline Lo
C018964,C4000,Superior Creations Ventures,Private Label,Total Channel,12/19/2019,Agriculture,US-FL,Don Draper,Jackie Chow
C018965,C4000,Collaborative Planning LLC,Private Label,Total Channel,7/11/2019,Finance,SE,Ricky Roma,Inez Santos
C018966,C4000,Unified Horizons Innovations,Private Label,Total Channel,5/2/2008,Construction,ZA,Jim Halpert,Lane Mccan
C018967,C4000,Unified Solutions Inc.,Private Label,Total Channel,10/20/2012,Technology,SE,Saul Goodman,Kirby Booth
C018968,C4000,Vast Concepts Holdings,Distributor,Total Channel,3/23/2011,Manufacturing,SA,Saul Goodman,Clarita Kiefer
C018969,C4000,NextGen Solutions Development,Distributor,Total Channel,5/21/2019,Finance,CA-ON,Saul Goodman,Jean Saheed
C018970,C4000,Progressive Dynamics Works,Retail,Total Channel,12/2/2009,Retail,US-AZ,Jim Halpert,Mavis Carrillo
C018971,C4000,Synergistic Ventures Synergies,Distributor,Total Channel,7/21/2011,Construction,GB,Jim Halpert,Deandre Rushubak
C018972,C4000,Precise Projects Holdings,Private Label,Total Channel,8/6/2010,Finance,BR,Don Draper,Clarita Kiefer
C018973,C4000,Hyper Mechanisms Frameworks,Retail,Total Channel,3/26/2022,Finance,US-FL,Jim Halpert,Eloise Villaneuva
C018974,C4000,Empowered Dynamics Solutions,Distributor,Total Channel,8/12/2023,Retail,ZA,Saul Goodman,Jonathan Wong
C018975,C4000,Advanced Frameworks Ventures,Retail,Total Channel,10/25/2020,Technology,BR,Jim Halpert,Clarita Kiefer
C018976,C4000,Robust Insights Dynamics,Private Label,Total Channel,7/7/2008,Manufacturing,DE,Don Draper,Mavis Carrillo
C018977,C4000,Superior Matrix Partners,Private Label,Total Channel,1/22/2021,Technology,US-TX,Don Draper,Lakeisha Grimes
C018978,C4000,High-Tech Creations Holdings,Private Label,Total Channel,7/10/2016,Construction,CA-ON,Jim Halpert,Jackie Chow
C018979,C4000,Superior Enterprises Corporation,Distributor,Total Channel,4/13/2020,Agriculture,DE,Don Draper,Inez Santos
C018980,C4000,Premier Operations Group,Distributor,Total Channel,1/19/2018,Construction,SE,Jim Halpert,Carrie Conrad
C018981,C4000,Turbo Dynamics Technologies,Retail,Total Channel,9/2/2017,Agriculture,CA-ON,Jim Halpert,Mavis Carrillo
C018982,C4000,Hyper Labworks Frameworks,Wholesale,Total Channel,1/4/2015,Manufacturing,AU,Saul Goodman,Christa Peters
C018983,C4000,Vibrant Innovations Frameworks,Retail,Total Channel,1/12/2015,Agriculture,FR,Jim Halpert,Matt Lew
C018984,C4000,Streamlined Dynamics Enterprises,Distributor,Total Channel,11/20/2018,Retail,US-AZ,Saul Goodman,Mavis Carrillo
C018985,C4000,Innovative Designs Ltd.,Wholesale,Total Channel,1/15/2009,Technology,CA-AB,Jim Halpert,Kristy Mejia
C018986,C4000,Strategic Development Development,Private Label,Total Channel,10/12/2013,Manufacturing,CA-BC,Don Draper,Kirby Booth
C018987,C4000,Bold Holdings Enterprises,Private Label,Total Channel,2/17/2011,Finance,AU,Don Draper,Kristy Mejia
C018988,C4000,Modern Ventures Ventures,Private Label,Total Channel,5/11/2014,Construction,US-AZ,Don Draper,Kirby Booth
C018989,C4000,Collaborative Tech Holdings,Wholesale,Total Channel,7/6/2009,Finance,CA-ON,Don Draper,Celina Kaiser
C018990,C4000,Profound Architecture Resources,Private Label,Total Channel,10/23/2008,Agriculture,US-CA,Saul Goodman,Kristy Mejia
C018991,C4000,Hyper Concepts International,Distributor,Total Channel,11/4/2016,Manufacturing,US-AZ,Jim Halpert,Christa Peters
C018992,C4000,Profound Innovations Consultants,Retail,Total Channel,11/4/2021,Manufacturing,CA-ON,Saul Goodman,Clarita Kiefer
C018993,C4000,Elite Strategies Solutions,Distributor,Total Channel,4/13/2022,Finance,US-CA,Ricky Roma,Jean Saheed
C018994,C4000,Elevated Labs LLC,Private Label,Total Channel,3/27/2020,Manufacturing,US-IL,Jim Halpert,Jackie Chow
C018995,C4000,Streamlined Structures Global,Distributor,Total Channel,3/28/2014,Finance,GB,Ricky Roma,Jean Saheed
C018996,C4000,Elevated Synthesis Holdings,Retail,Total Channel,3/24/2011,Retail,IN,Ricky Roma,Inez Santos
C018997,C4000,Intelligent Nexus Works,Wholesale,Total Channel,2/15/2009,Manufacturing,CA-ON,Ricky Roma,Inez Santos
C018998,C4000,Advanced Frameworks Consultants,Retail,Total Channel,5/29/2015,Construction,GB,Ricky Roma,Inez Santos
C018999,C4000,Noble Consulting Enterprises,Wholesale,Total Channel,12/24/2015,Technology,FI,Don Draper,Eloise Villaneuva
C019000,C4000,Unified Initiatives Analytics,Distributor,Total Channel,1/19/2020,Finance,FR,Don Draper,Jean Saheed
C019001,C4000,Global Agencies Group,Private Label,Total Channel,11/30/2019,Construction,FI,Ricky Roma,Kristy Mejia
C019002,C4000,Superior Innovations Industries,Distributor,Total Channel,1/20/2022,Agriculture,SA,Jim Halpert,Carrie Conrad
C019003,C4000,Quantum Consulting Consortium,Distributor,Total Channel,11/29/2013,Agriculture,CA-BC,Don Draper,Jackie Chow
C019004,C4000,Profound Ventures Ventures,Private Label,Total Channel,2/3/2015,Agriculture,CA-AB,Jim Halpert,Lane Mccan
C019005,C4000,Vast Agencies LLC,Private Label,Total Channel,2/8/2023,Retail,AU,Don Draper,Carrie Conrad
C019006,C4000,Energetic Consulting Network,Distributor,Total Channel,10/26/2020,Technology,SE,Saul Goodman,Clarita Kiefer
C019007,C4000,Driven Mechanisms Group,Wholesale,Total Channel,6/19/2018,Construction,US-CA,Jim Halpert,Jackie Chow
C019008,C4000,Velocity Global Holdings,Private Label,Total Channel,12/27/2023,Manufacturing,FR,Saul Goodman,Deandre Rushubak
C019009,C4000,Infinite Fusion International,Wholesale,Total Channel,1/8/2021,Agriculture,BR,Saul Goodman,Kirby Booth
C019010,C4000,Digital Networks Corporation,Distributor,Total Channel,12/2/2015,Retail,AU,Don Draper,Clarita Kiefer
C019011,C4000,Unified Global LLC,Wholesale,Total Channel,11/13/2019,Finance,US-CA,Don Draper,Jacqueline Lo
C019012,C4000,Comprehensive Industries Network,Private Label,Total Channel,8/28/2015,Technology,US-NY,Don Draper,Mollie Ahmed
C019013,C4000,Stellar Technologies LLC,Private Label,Total Channel,7/13/2008,Agriculture,SA,Ricky Roma,Matt Lew
C019014,C4000,Vast Strategies Ventures,Private Label,Total Channel,6/26/2015,Manufacturing,US-AZ,Ricky Roma,Deandre Rushubak
C019015,C4000,Vast Ventures Co.,Distributor,Total Channel,11/22/2021,Construction,FR,Jim Halpert,Christa Peters
C019016,C4000,Premier Initiatives Industries,Private Label,Total Channel,1/22/2022,Retail,US-CA,Saul Goodman,Celina Kaiser
C019017,C4000,Unified Industries Technologies,Retail,Total Channel,12/30/2018,Technology,US-CA,Ricky Roma,Lakeisha Grimes
C019018,C4000,Energetic Consulting Global,Distributor,Total Channel,5/8/2022,Manufacturing,US-TX,Saul Goodman,Jean Saheed
C019019,C4000,Driven Systems International,Retail,Total Channel,5/27/2023,Manufacturing,ZA,Jim Halpert,Kristy Mejia
C019020,C4000,Adaptive Tech Consortium,Distributor,Total Channel,10/9/2018,Agriculture,US-NY,Saul Goodman,Lane Mccan
C019021,C4000,Collaborative Holdings Group,Wholesale,Total Channel,12/9/2015,Retail,AR,Saul Goodman,Mikel Perez
C019022,C4000,Expansive Initiatives Consortium,Retail,Total Channel,1/24/2012,Agriculture,US-AZ,Jim Halpert,Lane Mccan
C019023,C4000,Vibrant Focus Analytics,Retail,Total Channel,8/30/2021,Technology,SA,Ricky Roma,Jacqueline Lo
C019024,C4000,Vast Architecture Corporation,Wholesale,Total Channel,4/30/2018,Agriculture,US-FL,Saul Goodman,Mavis Carrillo
C019025,C4000,Infinite Innovations Solutions,Distributor,Total Channel,1/15/2011,Technology,ZA,Don Draper,Christa Peters
C019026,C4000,Comprehensive Operations Industries,Private Label,Total Channel,1/4/2018,Manufacturing,ZA,Don Draper,Mollie Ahmed
C019027,C4000,Advanced Architecture Development,Distributor,Total Channel,7/27/2022,Finance,US-TX,Jim Halpert,Clarita Kiefer
C019028,C4000,Noble Partners Group,Wholesale,Total Channel,9/12/2023,Manufacturing,US-FL,Ricky Roma,Kirby Booth
C019029,C4000,Adaptive Solutions Group,Private Label,Total Channel,6/15/2017,Construction,IN,Don Draper,Mavis Carrillo
C019030,C4000,Elevated Partners Holdings,Retail,Total Channel,3/29/2015,Technology,CA-ON,Jim Halpert,Lane Mccan
C019031,C4000,Innovative Tech Holdings,Wholesale,Total Channel,4/27/2009,Construction,US-IL,Ricky Roma,Jonathan Wong
C019032,C4000,Comprehensive Connections Solutions,Wholesale,Total Channel,7/23/2022,Retail,CA-AB,Ricky Roma,Carrie Conrad
C019033,C4000,Comprehensive Technologies LLC,Private Label,Total Channel,7/31/2011,Finance,CA-AB,Saul Goodman,Eloise Villaneuva
C019034,C4000,Brilliant Holdings Group,Retail,Total Channel,6/9/2015,Construction,US-NY,Don Draper,Christa Peters
C019035,C4000,Adaptive Matrix Holdings,Private Label,Total Channel,7/5/2023,Manufacturing,US-FL,Saul Goodman,Mikel Perez
C019036,C4000,Vast Fusion Resources,Wholesale,Total Channel,2/27/2013,Finance,US-CA,Don Draper,Lane Mccan
C019037,C4000,Vast Consulting Solutions,Private Label,Total Channel,12/15/2023,Construction,AU,Saul Goodman,Lane Mccan
C019038,C4000,Modern Partners Frameworks,Private Label,Total Channel,4/5/2016,Agriculture,SA,Jim Halpert,Mollie Ahmed
C019039,C4000,Hyper Architecture Global,Retail,Total Channel,6/7/2013,Retail,US-TX,Saul Goodman,Jonathan Wong
C019040,C4000,Advanced Structures Dynamics,Retail,Total Channel,2/25/2015,Construction,SA,Ricky Roma,Kirby Booth
C019041,C4000,Unified Frameworks Consulting,Wholesale,Total Channel,1/23/2015,Finance,AU,Don Draper,Eloise Villaneuva
C019042,C4000,Profound Holdings Network,Retail,Total Channel,6/19/2011,Agriculture,ZA,Jim Halpert,Eloise Villaneuva
C019043,C4000,Groundbreaking Resources Partners,Private Label,Total Channel,3/17/2023,Finance,US-AZ,Ricky Roma,Clarita Kiefer
C019044,C4000,Innovative Horizons Industries,Wholesale,Total Channel,11/27/2021,Finance,AR,Don Draper,Matt Lew
C019045,C4000,Elevated Productions Industries,Distributor,Total Channel,9/14/2011,Technology,AU,Ricky Roma,Jackie Chow
C019046,C4000,Modern Consulting Ventures,Wholesale,Total Channel,11/4/2017,Technology,GB,Don Draper,Carrie Conrad
C019047,C4000,Adaptive Solutions Ventures,Retail,Total Channel,3/18/2022,Construction,US-IL,Jim Halpert,Jackie Chow
C019048,C4000,Premier Ventures Co.,Retail,Total Channel,5/6/2020,Technology,US-FL,Don Draper,Lakeisha Grimes
C019049,C4000,Elevated Initiatives Analytics,Private Label,Total Channel,9/27/2017,Agriculture,FI,Ricky Roma,Mollie Ahmed
